MAE,RMSE,R2,MAPE,PMAE,Round
4.209213840817465,5.045148084492625,-1.668480896170586,4.244257543597091,4.325769291104025,1
8.378616705200601,9.077530988751644,-7.638766632443998,8.508625425010157,8.610625217902701,2
