Round,train_MAE,train_RMSE,train_R2,train_MAPE,train_PMAE,test_MAE,test_RMSE,test_R2,test_MAPE,test_PMAE
1,2.3436782618041994,2.8745512303835503,0.29053351730570676,2.043204763818445,2.0485889780114275,4.7979104240091965,5.471669720635046,-3.8439486388506916,4.057930138987008,4.102604442013742
2,2.192975918451945,2.7074123920839757,0.37063787785683566,1.9188205107965872,1.9168613579778404,3.3769421577453613,4.209376515424743,-1.8667863479116056,2.848083846147175,2.887560765507746
3,2.1811599473480223,2.681965565534631,0.38241296278406467,1.9073396430226153,1.906533119429703,3.4051849047342935,4.230985592604111,-1.8962955237224457,2.871547225402489,2.911710615965905
