MAE,RMSE,R2,MAPE,PMAE,Round
2.6601696530334475,3.442886368752222,-0.9178081439667902,2.2453293902676132,2.2746618570518478,1
2.8855820218078616,3.7698927497189985,-1.2994171715392868,2.4345689651235745,2.467407803451988,2
